route_long_name,route_short_name,agency_id,route_type,route_id
,1018,139,3,15387
,1019,118,3,14487
,101A,275,3,19821
,101B,275,3,8468
,101S,344,3,8999
,102,105,3,11723
,102,109,3,11647
,102,116,3,20602
,102,122,3,15378
,102,124,3,11031
,102,139,3,11052
,102,14,3,17357
,102,164,3,13548
,102,17,3,5753
,102,176,3,18674
,102,185,0,2619
,102,188,3,9091
,102,191,3,7721
,102,2,3,12497
,102,225,3,12818
,102,233,3,20691
,102,247,3,4226
,102,255,3,8686
,102,256,3,12784
,102,258,3,21151
,102,27,3,18830
,102,282,3,14959
,102,287,3,12441
,102,289,3,21435
,102,300,3,22535
,102,307,3,6141
,102,315,3,16758
,102,316,3,11190
,102,329,3,18274
,102,332,3,10013
,102,334,3,15931
,102,344,3,3666
,102,37,3,11967
,102,38,3,2010
,102,43,3,11733
,102,46,3,16849
,102,6,3,606
,102,7,3,13324
,102/103,105,3,1850
,1020,118,3,9392
,1020,139,3,4000
,1021,139,3,5217
,1022,139,3,5866
,1023,139,3,18087
,1024,139,3,21032
,1026,118,3,10541
,1026,139,3,16566
,1027,139,3,15319
,1029,118,3,6694
,102A,275,3,10670
,102B,275,3,15641
,102S,344,3,7214
,103,102,0,16543
,103,105,3,17307
,103,109,3,13804
,103,122,3,353
,103,124,3,16599
,103,14,3,5811
,103,164,3,19380
,103,17,3,12065
,103,176,3,21929
,103,191,3,4694
,103,2,3,9535
,103,225,3,9409
,103,233,3,6955
,103,247,3,1936
,103,255,3,8821
,103,258,3,22158
,103,27,3,14353
,103,270,3,15311
,103,275,3,6586
,103,287,3,9347
,103,289,3,878
,103,300,3,9583
,103,307,3,22338
,103,315,3,8300
,103,316,3,9063
,103,329,3,2394
,103,332,3,17771
,103,334,3,9867
,103,344,3,7247
,103,38,3,15198
,103,43,3,16414
,103,46,3,9017
,103,6,3,11652
,103,7,3,9937
,103,87,3,11436
,1030,118,3,4546
,1034,118,3,2480
,1036,118,3,1860
,103s,17,3,16309
,104,105,3,15352
,104,109,3,7108
,104,122,3,184
,104,124,3,16451
,104,139,3,18039
,104,14,3,3899
,104,164,3,9721
,104,17,3,8453
,104,176,3,18267
,104,185,0,1013
,104,191,3,19955
,104,197,3,7998
,104,2,3,2409
,104,225,3,17911
,104,233,3,4331
,104,247,3,14363
,104,255,3,22421
,104,256,3,1635
,104,27,3,9034
,104,270,3,18412
,104,275,3,6197
,104,287,3,22122
,104,289,3,19418
,104,300,3,11008
,104,315,3,5854
,104,329,3,17177
,104,332,3,8111
,104,334,3,14511
,104,344,3,4099
,104,38,3,10542
,104,46,3,15287
,104,6,3,13647
,104,87,3,15085
,1041,118,3,19178
,1042,118,3,16850
,1042,139,3,4695
,1043,139,3,11506
,1044,118,3,18871
,1044,139,3,21137
,1045,118,3,12642
,1045,139,3,17876
,1046,139,3,17830
,1047,139,3,2023
,1048,139,3,780
,1049,118,3,10350
,1049,139,3,15612
,104s,17,3,9058
,105,102,0,6876
,105,105,3,14871
,105,11,3,21625
,105,118,3,17245
,105,122,3,15945
,105,124,3,13900
,105,139,3,16149
,105,14,3,14894
,105,164,3,13987
,105,17,3,8950
,105,191,3,3841
,105,2,3,21473
,105,225,3,7349
,105,247,3,22398
,105,255,3,17931
,105,27,3,1174
,105,270,3,2125
,105,275,3,8594
,105,282,3,17705
,105,287,3,4453
,105,289,3,14641
,105,300,3,17443
,105,307,3,11437
,105,315,3,20404
,105,316,3,7126
,105,329,3,5827
,105,332,3,4918
,105,344,3,14421
,105,37,3,21328
,105,38,3,15221
,105,46,3,12887
,105,7,3,68
,105.1,176,3,16896
,105.2,176,3,11403
,1050,139,3,7422
,1051,139,3,20485
,1052,139,3,2860
,1053,139,3,15478
,1054,118,3,8893
,1054,139,3,20455
,1055,118,3,5479
,1056,118,3,10633
,106,102,0,17153
,106,105,3,7039
,106,109,3,4658
,106,11,3,14328
,106,122,3,4930
,106,124,3,11653
,106,126,3,1093
,106,139,3,12692
,106,164,3,15742
,106,17,3,15293
,106,191,3,14745
,106,2,3,9603
,106,225,3,16647
,106,243,3,13420
,106,247,3,15044
,106,255,3,13077
,106,27,3,16182
,106,275,3,22536
,106,287,3,662
,106,289,3,672
,106,30,3,5925
,106,300,3,9410
,106,315,3,4772
,106,316,3,15501
,106,329,3,12617
,106,332,3,4860
,106,344,3,6133
,106,37,3,6898
,106,38,3,22410
,106,46,3,18533
,106,6,3,18066
,106,7,3,9539
,1061,139,3,4364
,1062,139,3,4554
,1063,139,3,20783
,1064,139,3,12425
,1065,139,3,19936
,1066,139,3,607
,1067,139,3,20327
,1068,139,3,19227
,107,102,0,14557
,107,105,3,3036
,107,109,3,10459
,107,11,3,7900
,107,124,3,12059
,107,126,3,5677
,107,164,3,5604
,107,17,3,19146
,107,191,3,1404
,107,2,3,14926
,107,225,3,12452
,107,243,3,3839
,107,247,3,7812
,107,255,3,7083
,107,27,3,11398
,107,287,3,1743
,107,289,3,8399
,107,30,3,12498
,107,300,3,322
,107,307,3,14461
,107,315,3,11842
,107,316,3,18396
,107,329,3,11734
,107,332,3,18413
,107,37,3,6524
,107,38,3,11848
,107,46,3,19277
,1070,139,3,20164
,1071,139,3,14810
,1072,139,3,4886
,108,102,0,18164
,108,105,3,18929
,108,122,3,1808
,108,124,3,19626
,108,164,3,7350
,108,186,3,3809
,108,2,3,15633
,108,225,3,3279
,108,243,3,16087
,108,247,3,11003
,108,255,3,379
,108,260,3,7977
,108,27,3,22411
,108,270,3,8771
,108,275,3,6340
,108,287,3,15675
,108,289,3,3784
,108,30,3,11191
,108,300,3,11583
,108,315,3,5042
,108,329,3,17199
,108,332,3,3753
,108,37,3,20152
,108,38,3,6890
,108,46,3,2671
,108,6,3,5977
,1080,139,3,807
,1081,139,3,4659
,1082,139,3,10885
,1083,139,3,18110
,1084,139,3,3908
,1084,143,3,1911
,1085,139,3,2867
,1088,139,3,6815
,109,102,0,6252
,109,105,3,11566
,109,11,3,21521
,109,116,3,13016
,109,124,3,18172
,109,164,3,11293
,109,17,3,1115
,109,191,3,11093
,109,233,3,19690
,109,243,3,20123
,109,247,3,12986
,109,27,3,6241
,109,275,3,15288
,109,287,3,9115
,109,289,3,1261
,109,30,3,19505
,109,300,3,6580
,109,315,3,897
,109,316,3,8565
,109,329,3,21369
,109,332,3,9500
,109,37,3,13179
,109,46,3,17014
,109 R,233,3,4399
,1090,139,3,18534
,1092,139,3,7174
,1093,139,3,22287
,10BEH,301,3,1795
,10E,313,0,8702
,10E,334,3,11885
,11,109,3,5232
,11,11,3,10993
,11,114,3,19066
,11,12,3,20378
,11,122,3,18609
,11,127,3,16648
,11,137,3,1776
,11,139,3,10436
,11,144,3,6037
,11,145,3,1676
,11,146,3,7762
,11,15,3,6152
,11,151,3,15199
,11,16,3,12477
,11,162,3,2439
,11,176,3,20153
,11,181,3,16609
,11,182,3,16549
,11,186,0,10829
,11,187,3,13362
,11,188,3,19190
,11,193,3,13746
,11,197,3,21028
,11,198,3,10913
,11,199,3,19727
,11,203,3,6722
,11,225,3,11634
,11,227,0,14755
,11,229,3,15312
,11,233,3,15876
,11,246,3,10480
,11,25,1,7944
,11,254,3,17049
,11,255,3,16571
,11,260,3,2288
,11,261,3,2498
,11,262,3,15296
,11,270,3,6977
,11,276,3,19098
,11,281,3,5251
,11,282,3,20991
,11,289,3,14333
,11,295,0,18245
,11,300,3,20456
,11,306,3,21586
,11,318,3,16256
,11,324,0,3866
,11,324,1,16046
,11,326,3,5792
,11,329,3,13633
,11,331,3,18751
,11,343,3,20580
,11,344,3,18310
,11,37,3,4666
,11,5,3,2594
,11,53,3,16584
,11,71,3,18559
,11,75,3,16368
,11,85,3,10318
,11,91,3,10085
,11,96,3,19645
,110,105,3,995
,110,109,3,18370
,110,116,3,8904
,110,122,3,9092
,110,124,3,808
,110,130,3,1293
,110,139,3,20475
,110,164,3,16415
,110,17,3,21793
,110,171,3,2741
,110,176,3,290
,110,245,3,17143
,110,27,3,17135
,110,275,3,1565
,110,282,3,11616
,110,287,3,16373
,110,289,3,544
,110,30,3,22399
,110,300,3,17436
,110,329,3,3511
,110,332,3,19929
,110,37,3,1215
,110,46,3,4595
,110,87,3,8372
,111,105,3,18117
,111,11,3,15162
,111,124,3,4317
,111,139,3,6266
,111,164,3,19406
,111,17,3,21945
,111,175,3,14488
,111,176,3,6701
,111,180,3,7459
,111,188,3,14426
,111,195,3,11255
,111,221,3,11040
,111,225,3,5849
,111,247,3,16488
,111,260,3,1972
,111,300,3,17767
,111,329,3,18208
,111,332,3,11011
,111,339,3,13354
,111,37,3,10293
,111,38,3,1956
,111,46,3,15405
,111,5,3,8029
,111,87,3,21661
,1112BB,164,3,1488
,112,109,3,6236
,112,11,3,9238
,112,122,3,11766
,112,124,3,17259
,112,130,3,21264
,112,139,3,11004
,112,164,3,20582
,112,165,0,22547
,112,17,3,3002
,112,171,3,12207
,112,175,3,9189
,112,176,3,2091
,112,185,0,6142
,112,221,3,5130
,112,225,3,12442
,112,277,3,20130
,112,282,3,11767
,112,287,3,20136
,112,30,3,9383
,112,300,3,17713
,112,329,3,14018
,112,332,3,1756
,112,339,3,16209
,112,37,3,18406
,112,38,3,3909
,112,46,3,15359
,112,5,3,7234
,113,105,3,2561
,113,109,3,8129
,113,11,3,10297
,113,122,3,713
,113,124,3,21505
,113,164,3,20446
,113,17,3,8537
,113,171,3,9855
,113,176,3,6990
,113,191,3,4410
,113,221,3,10105
,113,231,3,13863
,113,247,3,4861
,113,277,3,4921
,113,287,3,9714
,113,300,3,2172
,113,315,3,12901
,113,339,3,9877
,113,37,3,22422
,113,74,3,11904
,113,87,3,1711
,114,105,3,8966
,114,11,3,16610
,114,122,3,22506
,114,124,3,845
,114,164,3,6810
,114,17,3,18685
,114,171,3,3315
,114,191,3,8625
,114,221,3,16504
,114,247,3,1432
,114,277,3,4140
,114,287,3,18972
,114,30,3,19683
,114,300,3,9611
,114,315,3,6272
,114,339,3,6247
,114,37,3,15454
,114,38,3,10077
,114,5,3,17217
,114,74,3,1262
,114,87,3,10717
,114,91,3,5747
,114A,105,3,13608
,115,105,3,2680
,115,109,3,20076
,115,122,3,11243
,115,124,3,6214
,115,130,3,13448
,115,164,3,9648
,115,191,3,4618
,115,221,3,13558
,115,225,3,18906
,115,247,3,12826
,115,270,3,17684
,115,282,3,8655
,115,287,3,2664
,115,30,3,13773
,115,300,3,9847
,115,315,3,10665
,115,37,3,190
,115,46,3,7511
,115,5,3,10184
,115,87,3,14763
,1151 (SW 8156),346,3,7394
,1152,314,3,13331
,1153,346,3,7828
,1154,346,3,13805
,1155,314,3,21756
,1158,346,3,3102
,116,122,3,19992
,116,124,3,14067
,116,164,3,18239
,116,17,3,7700
,116,191,3,7922
,116,221,3,11755
,116,287,3,1032
,116,300,3,22625
,116,307,3,8641
,116,315,3,16958
,116,329,3,10746
,116,37,3,8157
,116,46,3,21676
,116,5,3,8169
,116,87,3,21995
,116 AST,307,3,5030
,1161,314,3,19185
,1163,35,3,18587
,1163,89,3,13814
,1164,35,3,18856
,1165,314,3,12443
,1166,35,3,17978
,117,109,3,12467
,117,122,3,8804
,117,164,3,6969
,117,17,3,11819
,117,171,3,7634
,117,191,3,6525
,117,221,3,7004
,117,282,3,5997
,117,287,3,5395
,117,300,3,6543
,117,315,3,9546
,117,37,3,5187
,117,46,3,18810
,117,87,3,483
,1175,346,3,21698
,1177,314,3,20620
,118,105,3,17700
,118,11,3,17063
,118,122,3,15076
,118,124,3,16889
,118,142,3,13186
,118,171,3,14756
,118,191,3,9945
,118,221,3,515
,118,246,3,9961
,118,287,3,21084
,118,30,3,8124
,118,300,3,17912
,118,315,3,21055
,118,329,3,18831
,118,37,3,19641
,118,5,3,9715
,118,87,3,14131
,1182,89,3,15493
,1183,89,3,15981
,1184,314,3,18664
,1186,314,3,21721
,1187,89,3,21186
,119,105,3,8816
,119,109,3,10185
,119,11,3,11690
,119,124,3,4899
,119,164,3,16088
,119,191,3,29
,119,221,3,20850
,119,256,3,7284
,119,287,3,10423
,119,300,3,6470
,119,315,3,10303
,119,329,3,12351
,119,37,3,3265
,119,5,3,22212
,119,87,3,13779
,11A,197,3,11982
,11A,254,3,17835
,11E,262,3,1188
,11SFH,229,3,7683
,11V,262,3,1669
,12,10,3,11639
,12,107,3,16298
,12,109,3,11166
,12,11,3,10078
,12,12,3,17252
,12,122,3,2755
,12,127,3,2838
,12,137,3,12404
,12,139,3,608
,12,146,3,8972
,12,15,3,1625
,12,151,3,6630
,12,16,3,6278
,12,162,3,4756
,12,176,3,20750
,12,178,3,9938
,12,182,3,3867
,12,186,0,17144
,12,187,3,19260
,12,194,3,12030
,12,197,3,6899
,12,198,3,14118
,12,199,3,11217
,12,216,0,250
,12,225,3,20340
,12,227,0,19412
,12,229,3,9172
,12,233,3,11715
,12,246,3,3364
,12,25,1,2490
,12,261,3,20165
,12,262,3,17753
,12,270,3,3330
,12,276,3,18463
,12,281,3,5043
,12,286,3,1003
,12,289,3,20761
,12,295,0,21594
,12,30,0,6601
,12,31,3,20714
,12,318,3,56
,12,329,3,21038
,12,331,3,16527
,12,334,3,20906
,12,343,3,6629
,12,344,3,4332
,12,37,3,8512
,12,46,3,4488
,12,47,3,12763
,12,53,3,10091
,12,71,3,12491
,12,75,3,9795
,12,85,3,14027
,12,87,3,9354
,12,91,3,16567
,12,96,3,4755
,12/3,344,3,5670
,120,105,3,2045
,120,11,3,954
,120,116,3,445
,120,122,3,4370
,120,126,3,15235
,120,130,3,2818
,120,139,3,2319
,120,17,3,5278
,120,171,3,14882
,120,176,3,21646
,120,191,3,4604
,120,2,3,16899
,120,212,3,1647
,120,221,3,8872
,120,25,3,725
,120,256,3,16863
,120,282,3,4853
,120,287,3,2481
,120,30,3,19003
,120,300,3,11109
,120,315,3,14633
,120,329,3,216
,120,332,3,20497
,120,37,3,12892
,120,38,3,7635
,120,5,3,7015
,120,7,3,15110
,120,74,3,22080
,120,87,3,21808
,1201,35,3,11099
,1202,35,3,17890
,1203,35,3,2145
,1204,35,3,11357
,1205,35,3,5156
,121,105,3,8383
,121,109,3,16233
,121,11,3,5953
,121,122,3,22635
,121,124,3,6167
,121,126,3,8373
,121,130,3,7305
,121,142,3,10611
,121,17,3,2512
,121,171,3,6714
,121,188,3,9134
,121,191,3,7569
,121,212,3,4361
,121,221,3,12519
,121,225,3,11658
,121,25,3,21851
,121,270,3,2290
,121,274,3,9377
,121,275,3,3953
,121,276,3,6113
,121,300,3,11258
,121,315,3,16409
,121,329,3,13662
,121,332,3,15215
,121,38,3,19133
,121,74,3,11294
,1211,35,3,22026
,1212,35,3,3014
,1213,35,3,3432
,1214,35,3,10693
,122,105,3,11881
,122,11,3,14087
,122,115,3,19191
,122,122,3,21078
,122,124,3,18983
,122,130,3,9536
,122,17,3,13132
,122,171,3,10797
,122,176,3,4966
,122,188,3,7351
,122,191,3,12352
,122,212,3,3670
,122,221,3,21917
,122,225,3,1610
,122,243,3,3190
,122,25,3,21014
,122,270,3,4605
,122,274,3,16819
,122,275,3,21854
,122,277,3,10675
,122,282,3,6433
,122,30,3,22071
,122,300,3,1892
,122,315,3,5449
,122,329,3,2460
,122,332,3,15406
,122,37,3,18651
,122,38,3,338
,122,5,3,10827
,122,74,3,18126
,122 Rufbus,277,3,14981
,123,109,3,3525
,123,115,3,10598
,123,122,3,5358
,123,124,3,10058
,123,126,3,21936
,123,142,3,16600
,123,17,3,11416
,123,171,3,11664
,123,191,3,16870
,123,212,3,13110
,123,221,3,18901
,123,225,3,19053
,123,25,3,11105
,123,270,3,19036
,123,275,3,14062
,123,30,3,13730
,123,300,3,3196
,123,315,3,7069
,123,329,3,21483
,123,332,3,16528
,123,37,3,22448
,123,38,3,13677
,1231,35,3,588
,1232,35,3,16511
,1233,35,3,16780
,1234,35,3,8873
,124,109,3,2539
,124,11,3,13207
,124,115,3,21996
,124,122,3,13578
,124,124,3,13223
,124,126,3,12847
,124,17,3,21751
,124,212,3,2646
,124,25,3,12212
,124,275,3,21281
,124,30,3,8603
,124,300,3,18968
,124,332,3,5812
,124,37,3,21029
,124,38,3,1538
,124,5,3,6654
,1240,35,3,4572
,1241,35,3,15521
,1242,35,3,17634
,1243,35,3,1253
,1244,35,3,2810
,1245,35,3,4349
,1246,35,3,13409
,125,109,3,484
,125,11,3,6622
,125,122,3,8635
,125,124,3,5689
,125,126,3,8715
,125,142,3,3079
,125,17,3,6215
,125,185,3,11320
,125,191,3,6267
,125,212,3,18419
,125,221,3,9028
,125,25,3,7378
,125,275,3,17260
,125,30,3,4227
,125,300,3,20447
,125,315,3,1229
,125,332,3,7475
,125,38,3,16577
,125,7,3,8746
,125,74,3,10157
,1251,35,3,354
,1252,35,3,9423
,1253,35,3,12569
,1254,35,3,7027
,125s,17,3,9044
,126,109,3,229
,126,11,3,13173
,126,122,3,17098
,126,142,3,21049
,126,17,3,19269
,126,191,3,2811
,126,221,3,9029
,126,233,3,10871
,126,25,3,6795
,126,300,3,7330
,126,315,3,11382
,126,332,3,7981
,126,74,3,9045
,127,11,3,6844
,127,122,3,3117
,127,17,3,1302
,127,191,3,11882
,127,212,3,13994
,127,25,3,18935
,127,270,3,6279
,127,275,3,18345
,127,300,3,20085
,127,314,3,20682
,127,315,3,10205
,127,37,3,12777
,127,38,3,13391
,127,46,3,2092
,127,5,3,787
,128,11,3,9649
,128,122,3,14574
,128,124,3,14281
,128,17,3,9418
,128,191,3,9301
,128,212,3,13413
,128,25,3,8656
,128,270,3,5011
,128,30,3,2291
,128,300,3,21973
,128,315,3,15729
,128,332,3,14746
,128,37,3,10620
,128,38,3,5330
,128,89,3,6922
,129,109,3,7097
,129,11,3,11645
,129,122,3,9153
,129,124,3,8538
,129,17,3,11872
,129,185,3,5337
,129,191,3,9679
,129,212,3,2433
,129,25,3,117
,129,270,3,21909
,129,300,3,6262
,129,315,3,22359
,129,332,3,21015
,129,35,3,13219
,129,37,3,14166
,1291,243,3,22687
,12A,334,3,851
,12ALT,262,3,16678
,12B,334,3,5012
,12E,216,0,13
,12E,262,3,15441
,13,107,3,1162
,13,109,3,6017
,13,11,3,11192
,13,122,3,19973
,13,137,3,21839
,13,139,3,16466
,13,145,3,10735
,13,146,3,17385
,13,162,3,11302
,13,17,3,17015
,13,176,3,14268
,13,181,3,521
,13,182,3,6736
,13,194,3,12042
,13,197,3,16900
,13,198,3,695
,13,225,3,19330
,13,227,0,17671
,13,229,3,3834
,13,233,3,2253
,13,247,3,14941
,13,25,1,5947
,13,255,3,18599
,13,260,3,7852
,13,261,3,18464
,13,270,3,4405
,13,276,3,12255
,13,281,3,1823
,13,286,3,14385
,13,304,3,21892
,13,31,3,16281
,13,318,3,2126
,13,329,3,7829
,13,331,3,13960
,13,334,3,8426
,13,37,3,9320
,13,46,3,102
,13,47,3,18565
,13,5,3,8374
,13,71,3,21016
,13,75,3,3671
,13,91,3,2017
,13,96,3,20654
,13/4,344,3,13579
,130,10,3,22146
,130,105,3,21603
,130,109,3,16144
,130,11,3,2721
,130,116,3,3067
,130,124,3,22381
,130,139,3,9173
,130,14,3,21743
,130,143,3,20263
,130,165,3,11523
,130,171,3,17339
,130,175,3,11477
,130,185,3,13368
,130,186,3,20481
,130,212,3,2105
,130,233,3,22703
,130,25,3,7887
,130,270,3,19632
,130,282,3,2246
,130,30,3,12071
,130,300,3,4762
,130,332,3,8879
,130,5,3,4807
,130,87,3,8845
,130/131,105,3,10828
,1301,292,3,3574
,1302,139,3,3089
,1302,292,3,3483
,1303,139,3,5252
,1303,292,3,10924
,1304,243,3,20704
,1304,292,3,13670
,1304A,243,3,344
,1305,243,3,9716
,1305,292,3,20131
,1306,243,3,7491
,1307,139,3,19081
,1307,243,3,14982
,1309,139,3,3270
,130A,221,3,20692
,130B,221,3,1942
,131,105,3,13325
,131,109,3,17471
,131,124,3,12418
,131,14,3,5898
,131,143,3,13256
,131,17,3,3766
