route_long_name,route_short_name,agency_id,route_type,route_id
,298,145,3,15813
,298,305,3,18029
,298,77,3,21941
,2980,164,3,3460
,2981,143,3,20927
,2982,143,3,13977
,2983,143,3,3618
,2985,143,3,10139
,2987,143,3,7632
,2988,143,3,10313
,299,122,3,4272
,299,145,3,9650
,299,208,3,2265
,299,213,3,18130
,299,243,3,22463
,299,258,3,8219
,299,273,3,20173
,2992,143,3,20743
,2993,143,3,5280
,2996,143,3,6011
,2ALFA,164,3,4539
,2ALT,262,3,11540
,2E,262,3,1199
,2E,313,0,5673
,2E,334,3,663
,2N,261,3,12447
,3,107,3,17510
,3,109,0,21670
,3,11,3,13415
,3,117,3,16369
,3,118,3,22312
,3,12,3,5403
,3,122,3,4779
,3,124,0,17318
,3,127,0,20047
,3,13,0,2751
,3,130,3,1922
,3,139,3,18040
,3,14,3,13449
,3,140,3,8257
,3,145,3,5508
,3,146,3,2770
,3,15,3,6754
,3,151,0,18006
,3,162,3,14620
,3,164,3,8615
,3,167,3,5803
,3,17,0,9165
,3,171,3,5712
,3,175,3,20627
,3,176,3,4759
,3,178,3,17782
,3,180,0,15541
,3,182,0,21745
,3,183,3,10255
,3,186,0,21863
,3,19,3,20695
,3,193,3,19464
,3,194,3,14544
,3,195,3,8791
,3,197,3,1976
,3,199,3,2363
,3,201,0,153
,3,203,0,15112
,3,216,0,19170
,3,217,3,17406
,3,22,3,5928
,3,225,3,2660
,3,227,0,3518
,3,229,3,9001
,3,231,3,5546
,3,233,3,10603
,3,236,3,87
,3,240,3,13481
,3,244,3,525
,3,248,3,18350
,3,25,1,19837
,3,254,3,1133
,3,255,3,11488
,3,260,3,5202
,3,270,0,13238
,3,270,3,21157
,3,28,0,17850
,3,281,3,1824
,3,282,3,5991
,3,286,3,13595
,3,289,3,1842
,3,300,3,931
,3,306,3,9822
,3,31,3,6218
,3,313,0,22632
,3,315,3,7018
,3,318,3,14052
,3,323,3,7961
,3,327,3,400
,3,329,3,6545
,3,33,0,3746
,3,334,3,19781
,3,343,3,11342
,3,344,3,14208
,3,37,0,13752
,3,37,3,14688
,3,38,0,20972
,3,41,3,22494
,3,42,3,16227
,3,47,3,8561
,3,5,3,18910
,3,52,0,19341
,3,6,3,6043
,3,66,3,8737
,3,71,0,14354
,3,71,3,2728
,3,75,3,15882
,3,85,3,11968
,3,87,3,16951
,3,96,0,12939
,3 (Hoyerswerda),227,3,9456
,3 Gruen,176,3,15130
,30,109,3,18391
,30,114,3,20735
,30,12,3,13010
,30,122,3,4576
,30,127,3,13287
,30,13,3,7498
,30,139,3,14928
,30,145,3,15078
,30,146,3,21787
,30,15,3,15965
,30,17,3,17360
,30,171,3,18554
,30,180,3,4969
,30,187,3,5486
,30,194,3,2764
,30,216,3,20202
,30,229,3,10925
,30,231,3,2775
,30,233,3,17891
,30,253,3,2325
,30,261,3,12608
,30,262,3,136
,30,270,3,19560
,30,286,3,13844
,30,29,3,3151
,30,295,3,2098
,30,31,3,12109
,30,310,3,14416
,30,315,3,1799
,30,318,3,9549
,30,324,0,15731
,30,324,3,6299
,30,332,3,11931
,30,334,3,13673
,30,41,3,21774
,30,46,3,4473
,30,47,3,17313
,30,5,3,9791
,30,94,3,178
,30,97,3,2388
,30/1,176,3,4976
,300,108,3,7449
,300,109,3,6081
,300,122,3,16537
,300,139,3,12199
,300,145,3,1434
,300,225,3,21397
,300,233,3,4864
,300,25,3,22500
,300,256,3,15661
,300,287,3,1771
,300,30,3,7671
,300,300,3,8220
,300,301,3,18628
,300,329,3,2326
,300,344,3,13797
,300,42,3,13490
,300,7,3,6596
,300,80,3,4889
,301,108,3,14917
,301,109,3,12299
,301,122,3,3485
,301,125,3,21801
,301,127,3,7425
,301,139,3,9228
,301,146,3,19854
,301,171,3,15898
,301,190,1,4879
,301,225,3,457
,301,234,3,17918
,301,247,3,11219
,301,25,3,22289
,301,273,3,11769
,301,287,3,21530
,301,3,3,16188
,301,300,3,20203
,301,322,3,17285
,301,329,3,21019
,301,344,3,20864
,301,42,3,18514
,301,43,3,10301
,301,47,3,9110
,301,51,3,8454
,301,6,3,18320
,301,7,3,20259
,301,80,3,3081
,301,81,3,3386
,301E,190,3,14504
,302,108,3,10177
,302,118,3,2422
,302,122,3,17119
,302,139,3,18848
,302,146,3,17965
,302,171,3,319
,302,190,1,4763
,302,225,3,10386
,302,256,3,15621
,302,265,3,13025
,302,273,3,11941
,302,287,3,5816
,302,3,3,2957
,302,300,3,504
,302,322,3,7666
,302,329,3,4615
,302,344,3,17447
,302,35,3,14929
,302,42,3,12333
,302,43,3,5505
,302,47,3,15656
,302,6,3,6087
,302,7,3,20181
,302,74,3,10555
,302,80,3,7847
,302,81,3,17380
,303,108,3,17971
,303,118,3,7210
,303,122,3,6970
,303,146,3,14005
,303,171,3,2782
,303,225,3,16865
,303,234,3,6203
,303,256,3,20520
,303,287,3,1394
,303,300,3,2274
,303,322,3,13615
,303,329,3,7149
,303,344,3,12204
,303,35,3,8229
,303,42,3,14098
,303,43,3,15432
,303,47,3,19342
,303,6,3,13828
,303,74,3,13853
,303,80,3,4786
,303,81,3,11556
,303,82,3,14417
,304,108,3,6436
,304,118,3,9681
,304,122,3,16681
,304,146,3,14154
,304,171,3,15116
,304,225,3,13416
,304,265,3,18477
,304,276,3,5808
,304,287,3,16346
,304,3,3,668
,304,300,3,18090
,304,304,3,2924
,304,322,3,14099
,304,329,3,21653
,304,344,3,2342
,304,35,3,10718
,304,42,3,3672
,304,47,3,17386
,304,74,3,16738
,304,80,3,2507
,304,81,3,17886
,304E,3,3,11071
,305,108,3,17030
,305,118,3,17851
,305,122,3,15523
,305,139,3,4077
,305,154,3,5568
,305,171,3,3930
,305,190,1,15738
,305,225,3,22527
,305,276,3,22323
,305,287,3,17557
,305,304,3,13582
,305,322,3,211
,305,329,3,21033
,305,344,3,8103
,305,42,3,2259
,305,47,3,2407
,305,80,3,5966
,305,81,3,19629
,306,108,3,1699
,306,122,3,7289
,306,125,3,11828
,306,154,3,4023
,306,190,1,13896
,306,276,3,6999
,306,3,3,21292
,306,300,3,17051
,306,304,3,17714
,306,322,3,12135
,306,329,3,5172
,306,344,3,19932
,306,35,3,1644
,306,42,3,1952
,306,47,3,20674
,306,80,3,6597
,306,81,3,9019
,306E,3,3,13969
,307,122,3,21449
,307,125,3,17113
,307,145,3,14209
,307,225,3,10878
,307,276,3,12677
,307,300,3,10359
,307,304,3,15972
,307,322,3,20659
,307,329,3,15919
,307,344,3,1234
,307,42,3,4448
,307,47,3,13915
,307,80,3,7848
,307,81,3,9395
,307 RufBus,145,3,2002
,308,118,3,22119
,308,122,3,4959
,308,145,3,6284
,308,171,3,9870
,308,190,1,17352
,308,3,3,17827
,308,304,3,17972
,308,322,3,5125
,308,344,3,8928
,308,42,3,19186
,308,47,3,7279
,308,80,3,15184
,308,81,3,6473
,308 RufBus,145,3,9195
,308E,3,3,3352
,309,122,3,3563
,309,125,3,566
,309,145,3,3595
,309,190,3,8407
,309,225,3,2249
,309,3,3,20009
,309,30,3,10578
,309,304,3,7215
,309,322,3,19538
,309,329,3,18452
,309,47,3,10314
,309,80,3,20065
,309,81,3,16142
,309 RufBus,145,3,6918
,31,109,3,6393
,31,114,3,3963
,31,122,3,13619
,31,124,3,18986
,31,127,3,1536
,31,13,3,12549
,31,139,3,1815
,31,144,3,11622
,31,145,3,5828
,31,15,3,17341
,31,17,3,22205
,31,171,3,12295
,31,176,3,11024
,31,180,3,22181
,31,181,3,12007
,31,187,3,21561
,31,194,3,8709
,31,197,3,2130
,31,198,3,18082
,31,199,3,19155
,31,216,3,3387
,31,225,3,21723
,31,233,3,20842
,31,246,3,18645
,31,247,3,7539
,31,253,3,6697
,31,255,3,7354
,31,262,3,20960
,31,270,3,1416
,31,286,3,7193
,31,295,3,12098
,31,310,3,8723
,31,313,3,5463
,31,315,3,4739
,31,318,3,230
,31,324,0,6812
,31,324,3,14011
,31,326,3,17429
,31,329,3,278
,31,334,3,8135
,31,37,3,4040
,31,46,3,4634
,31,47,3,19091
,31,53,3,13880
,31,66,3,14983
,31,94,3,4292
,31,97,3,16961
,31/32/33,197,3,16081
,310,108,3,1912
,310,109,3,14587
,310,114,3,7119
,310,118,3,19906
,310,122,3,1271
,310,139,3,14512
,310,145,3,9605
,310,164,3,3413
,310,171,3,12772
,310,183,3,820
,310,190,1,12793
,310,233,3,8586
,310,25,3,3828
,310,256,3,1550
,310,273,3,9525
,310,282,3,18879
,310,287,3,9550
,310,3,3,1637
,310,304,3,8030
,310,322,3,17954
,310,329,3,21194
,310,35,3,10510
,310,42,3,13526
,310,47,3,15271
,310,7,3,17788
,310,80,3,5780
,310,81,3,20390
,310,91,3,12550
,310E,190,3,9768
,310E,3,3,944
,311,108,3,10943
,311,11,3,1204
,311,122,3,10571
,311,125,3,19660
,311,145,3,17120
,311,171,3,751
,311,172,3,8518
,311,183,3,13881
,311,256,3,13303
,311,273,3,11675
,311,287,3,15940
,311,3,3,1762
,311,300,3,16521
,311,304,3,19751
,311,329,3,16010
,311,42,3,2307
,311,7,3,8710
,311,80,3,11906
,311,81,3,20225
,311,82,3,22564
,311E,82,3,20595
,312,108,3,20973
,312,11,3,7479
,312,118,3,16945
,312,122,3,21514
,312,145,3,16759
,312,233,3,6952
,312,256,3,11676
,312,273,3,22219
,312,276,3,10387
,312,282,3,21942
,312,287,3,21223
,312,304,3,16068
,312,322,3,4880
,312,329,3,15685
,312,47,3,16365
,312,7,3,4764
,312,80,3,16500
,312,81,3,20414
,312,82,3,16191
,312 RufBus,145,3,8515
,312E,82,3,7928
,313,108,3,21919
,313,122,3,11969
,313,145,3,21237
,313,171,3,5981
,313,233,3,18139
,313,256,3,16706
,313,273,3,15665
,313,276,3,4165
,313,287,3,3527
,313,3,3,1772
,313,329,3,20867
,313,47,3,4702
,313,7,3,11439
,313,74,3,20974
,313,80,3,21575
,313E,3,3,2198
,314,122,3,8315
,314,125,3,10500
,314,145,3,13019
,314,146,3,2314
,314,154,3,2415
,314,171,3,20778
,314,172,3,9079
,314,225,3,2235
,314,233,3,20628
,314,256,3,10114
,314,276,3,4187
,314,287,3,306
,314,3,3,20937
,314,322,3,5281
,314,329,3,6136
,314,342,3,9244
,314,80,3,18021
,314,81,3,324
,314 RufBus,145,3,11667
,315,125,3,11277
,315,145,3,17114
,315,146,3,10501
,315,154,3,12257
,315,164,3,2371
,315,171,3,18182
,315,225,3,11843
,315,233,3,5509
,315,256,3,16808
,315,276,3,16459
,315,282,3,11412
,315,287,3,17612
,315,3,3,18204
,315,322,3,21569
,315,329,3,15244
,315,342,3,17481
,315,80,3,1265
,315,81,3,4315
,315 RufBus,145,3,20725
,315E,3,3,20469
,316,11,3,17159
,316,125,3,16220
,316,146,3,14642
,316,154,3,2186
,316,190,1,4828
,316,276,3,3092
,316,30,3,19240
,316,304,3,19343
,316,322,3,8178
,316,47,3,10367
,316,80,3,5339
,316,81,3,9288
,317,122,3,4342
,317,146,3,19455
,317,154,3,2200
,317,225,3,22276
,317,276,3,13304
,317,3,3,10920
,317,304,3,2078
,317,342,3,2717
,317,47,3,1222
,317,80,3,8378
,317,81,3,272
,318,125,3,20955
,318,145,3,9827
,318,146,3,14049
,318,190,1,2308
,318,276,3,11042
,318,30,3,20875
,318,304,3,1275
,318,35,3,2131
,318,80,3,3720
,319,118,3,5332
,319,122,3,10588
,319,145,3,12559
,319,146,3,3588
,319,183,3,2533
,319,304,3,15560
,319,47,3,19701
,319,80,3,21781
,319,81,3,7990
,319 RufBus,145,3,21095
,31E,262,3,10886
,31V,262,3,225
,31X,17,3,17601
,32,109,3,13816
,32,11,3,984
,32,127,3,21090
,32,13,3,17887
,32,139,3,22329
,32,144,3,1425
,32,145,3,2119
,32,17,3,639
,32,171,3,19347
,32,176,3,21283
,32,181,3,362
,32,194,3,21371
,32,197,3,19360
,32,198,3,15299
,32,199,3,21932
,32,203,3,12176
,32,216,3,14135
,32,225,3,5992
,32,229,3,9994
,32,233,3,20297
,32,246,3,13583
,32,253,3,7849
,32,254,3,4740
,32,255,3,20961
,32,261,3,16021
,32,270,3,11062
,32,286,3,3183
,32,310,3,6024
,32,315,3,898
,32,318,3,12448
,32,324,0,4794
,32,324,3,3862
,32,326,3,7077
,32,329,3,5733
,32,334,3,19209
,32,37,3,6296
,32,47,3,22360
,32,5,3,12935
,32,53,3,6154
,32,66,3,632
,32,94,3,21649
,32,97,3,8481
,320,109,3,18969
,320,11,3,2128
,320,118,3,22717
,320,122,3,7294
,320,124,3,6662
,320,145,3,18700
,320,146,3,17653
,320,171,3,16760
,320,183,3,9480
,320,190,3,5823
,320,25,3,9
,320,256,3,19583
,320,282,3,3610
,320,3,3,17464
,320,30,3,848
,320,300,3,800
,320,301,3,21507
,320,329,3,14109
,320,42,3,13660
,320,47,3,17448
,320,5,3,20986
,320,6,3,19354
,320,80,3,12122
,321,109,3,10950
,321,145,3,21442
,321,146,3,19563
,321,243,3,1853
,321,276,3,18507
,321,3,3,8551
,321,322,3,4238
,321,329,3,2563
,321,47,3,13254
,321,5,3,8695
,321,80,3,21896
,321,81,3,15245
,321,82,3,5194
,321 RufBus,145,3,810
,321A,243,3,13487
,321E,82,3,7260
,322,109,3,12814
,322,145,3,4406
,322,276,3,10224
,322,3,3,21211
,322,30,3,2266
,322,300,3,19829
,322,304,3,8058
,322,322,3,13189
,322,329,3,18444
,322,47,3,17066
,322,5,3,15708
,322,80,3,4442
,322E,3,3,17194
,323,109,3,10468
,323,11,3,15185
,323,145,3,14015
,323,3,3,12655
,323,300,3,20425
,323,322,3,21788
,323,47,3,5367
,323,5,3,9781
,323,6,3,4196
,323,80,3,17644
,323,82,3,11727
,323E,3,3,22016
,323E,82,3,19855
,324,11,3,18965
,324,145,3,15388
,324,3,3,20036
,324,30,3,16508
,324,322,3,4246
,324,47,3,11524
,324,80,3,22528
,324,82,3,9292
,324 RufBus,145,3,974
,324E,82,3,2673
,325,109,3,15835
,325,145,3,1977
,325,146,3,2260
,325,171,3,21266
,325,276,3,15192
,325,3,3,2380
,325,322,3,11697
,325,5,3,9443
,325,51,3,4125
,325,80,3,9127
,325,81,3,12815
,325 RufBus,145,3,21775
,325E,3,3,2541
,326,11,3,15724
,326,145,3,22120
,326,146,3,16949
,326,30,3,10334
,326,300,3,16221
,326,322,3,8411
,326,80,3,1688
,326,81,3,6309
,327,122,3,17291
,327,145,3,10200
,327,146,3,17452
,327,30,3,11307
,327,300,3,14233
,327,5,3,15941
,327,80,3,16127
,327,81,3,8752
,328,122,3,1738
,328,145,3,14918
,328,146,3,2207
,328,243,3,20192
,328,256,3,19506
,328,35,3,8597
,328,5,3,11343
,328,51,3,14483
,328,80,3,282
,328,82,3,18902
,329,11,3,20182
,329,122,3,1966
,329,146,3,15425
,329,171,3,7667
,329,183,3,19399
,329,3,3,10325
,329,35,3,8651
,329,5,3,7455
,329,51,3,9917
,329,80,3,1266
,329,82,3,19561
,3298,164,3,20098
,329E,3,3,11569
,329E,82,3,10642
,33,106,3,5835
,33,109,3,9738
,33,11,3,10914
,33,122,3,19630
,33,127,3,7645
,33,13,3,8567
,33,139,3,716
,33,143,3,6737
,33,144,3,17641
,33,15,3,5384
,33,160,3,6624
,33,171,3,14947
,33,181,3,2691
,33,187,3,20563
,33,194,3,12555
,33,197,3,21897
,33,199,3,13083
,33,203,3,21654
,33,225,3,19451
,33,229,3,8379
,33,231,3,14825
,33,233,3,3312
,33,246,3,16682
,33,253,3,6549
,33,255,3,5433
,33,260,3,9358
,33,261,3,20470
,33,262,3,17942
,33,270,3,1080
,33,310,3,18692
,33,313,3,8837
,33,315,3,7028
,33,317,3,11212
,33,318,3,18415
,33,329,3,7814
,33,37,3,21796
,33,46,3,7889
,33,47,3,17630
,33,53,3,9357
,33,66,3,13450
,33,75,3,3461
,33,91,3,9831
,33,94,3,7616
,33,97,3,18381
,33.1,171,3,1652
,33.2,171,3,8915
,33/5,176,3,21475
,33/7,176,3,17424
,33/8,176,3,18591
,330,105,3,9862
,330,108,3,4991
,330,109,3,2401
,330,11,3,12929
,330,118,3,22344
,330,122,3,1332
,330,145,3,21461
,330,171,3,7273
,330,183,3,4686
,330,25,3,16150
,330,256,3,7254
,330,282,3,14315
,330,3,3,16341
,330,315,3,15821
,330,329,3,17204
,330,35,3,15548
,330,37,3,4698
,330,5,3,9606
,330,74,3,10404
,330,80,3,10525
,330,98,3,16342
,331,105,3,17983
,331,108,3,11979
,331,109,3,1062
,331,122,3,13194
,331,146,3,7714
,331,171,3,12957
,331,172,3,8419
,331,225,3,2911
,331,256,3,1970
,331,264,3,10934
,331,273,3,1223
,331,300,3,21933
,331,315,3,19574
,331,35,3,17544
,331,74,3,17115
,331,98,3,11106
,332,105,3,8440
,332,108,3,5506
,332,109,3,4874
,332,122,3,17005
,332,145,3,14
,332,172,3,22182
,332,256,3,14930
,332,273,3,22710
,332,282,3,4216
,332,315,3,15092
,332,329,3,9274
,332,35,3,870
,332,37,3,16173
,332,4,3,5682
,332,5,3,14547
,332,81,3,6491
,332,98,3,11789
,332E,89,3,1953
,333,105,3,2958
,333,108,3,3775
,333,109,3,21388
,333,11,3,20422
,333,146,3,997
,333,227,3,9379
,333,270,3,11829
,333,273,3,14694
,333,300,3,14258
,333,315,3,9571
,333,35,3,18439
,333,5,3,3902
,333,74,3,17188
,333,81,3,21543
,333,82,3,3027
,333AL,270,3,11799
,334,105,3,363
,334,108,3,21982
,334,11,3,6174
,334,122,3,11820
,334,145,3,329
,334,146,3,4207
,334,172,3,10169
,334,264,3,3307
,334,270,3,11521
,334,273,3,3218
,334,30,3,8741
,334,315,3,22580
,334,329,3,7883
,334,35,3,13629
,334,37,3,1948
,334AL,270,3,6615
,334R,30,3,5798
,335,105,3,9457
,335,108,3,20483
,335,109,3,9540
,335,11,3,7896
,335,145,3,13092
,335,146,3,4461
,335,171,3,5793
,335,172,3,9947
,335,243,3,20502
,335,273,3,3903
,335,315,3,10756
,335,35,3,2467
,335,38,3,3611
,335,5,3,9097
,335,81,3,16014
,336,105,3,3868
,336,108,3,19187
,336,11,3,1491
,336,122,3,2163
,336,146,3,2083
,336,172,3,17511
,336,190,3,15608
,336,227,3,8562
,336,243,3,21817
,336,264,3,21338
,336,273,3,14360
,336,300,3,2752
,336,315,3,7792
,336,35,3,12571
,336,5,3,19702
,336,81,3,2267
,337,105,3,18061
,337,108,3,4417
,337,146,3,9307
,337,172,3,17608
,337,227,3,17437
,337,273,3,1483
,337,30,3,9655
,337,315,3,16136
,337,35,3,6360
,337,5,3,8797
,337,82,3,1606
,337A,105,3,10704
,338,105,3,12326
,338,108,3,12399
,338,122,3,19539
,338,225,3,4027
,338,26,3,13776
,338,264,3,22636
,338,273,3,20789
,338,300,3,17238
,338,315,3,20264
,338,35,3,21531
,338,37,3,3403
,338,5,3,19584
,339,105,3,11895
,339,108,3,5120
,339,122,3,22345
,339,171,3,15155
,339,190,3,1106
,339,273,3,14723
,339,5,3,8880
,33E,313,3,5274
,33V,262,3,2053
,34,11,3,3796
,34,117,3,10896
,34,124,3,19810
,34,127,3,3964
,34,139,3,17398
,34,15,3,13399
,34,171,3,9723
,34,176,3,9942
,34,187,3,7907
,34,194,3,12068
,34,197,3,15186
,34,198,3,10087
,34,199,3,15872
,34,203,3,8201
,34,216,3,21233
,34,225,3,11952
,34,229,3,7820
,34,233,3,4954
,34,246,3,10347
,34,253,3,13653
,34,255,3,9421
,34,260,3,14479
,34,261,3,12067
,34,262,3,1224
,34,270,3,10147
,34,286,3,8171
,34,31,3,871
,34,313,3,5419
,34,315,3,20656
,34,318,3,8763
,34,324,3,12177
,34,329,3,9159
,34,41,3,21776
,34,46,3,16538
,34,47,3,559
,34,53,3,9633
,34,66,3,15702
,34,91,3,17602
,34,94,3,4499
,34.1,171,3,15457
,340,109,3,12182
,340,122,3,6674
,340,145,3,535
,340,171,3,6546
,340,190,3,7109
,340,25,3,22391
,340,264,3,3636
,340,273,3,14580
,340,282,3,8780
,340,315,3,3912
,340,329,3,9857
,340,5,3,20048
,341,108,3,13721
,341,109,3,15676
,341,11,3,15789
,341,122,3,8961
,341,127,3,11808
,341,145,3,12019
,341,171,3,16799
,341,172,3,2275
,341,25,3,11849
,341,255,3,5774
,341,256,3,2029
,341,264,3,16102
,341,273,3,6767
,341,277,3,3017
,341,315,3,9396
,341,80,3,9444
,341,82,3,17737
,342,108,3,20514
,342,109,3,8987
,342,122,3,10751
,342,145,3,19716
,342,172,3,21992
,342,190,3,2070
,342,231,3,5674
,342,256,3,2948
,342,264,3,19646
,342,273,3,12530
,342,277,3,9428
,342,315,3,13930
,342,37,3,8249
,342 RufBus,145,3,2828
,343,108,3,2765
,343,109,3,6946
,343,122,3,18744
,343,145,3,8604
,343,146,3,4141
,343,172,3,1459
,343,227,3,9145
,343,256,3,5097
,343,264,3,18675
,343,273,3,18503
,343,315,3,1061
,343,37,3,12525
,343,5,3,13519
,343 RufBus,145,3,14063
,344,108,3,19485
,344,109,3,16146
,344,145,3,15767
,344,172,3,17465
,344,190,3,19863
,344,227,3,7343
,344,273,3,10655
,344,285,3,2331
,344,315,3,9501
,344,80,3,17045
,344,81,3,22086
,344 RufBus,145,3,21750
,345,108,3,21431
,345,11,3,7167
,345,122,3,18927
,345,145,3,11308
,345,171,3,21161
,345,172,3,640
,345,190,3,16041
,345,227,3,2622
,345,25,3,5982
,345,264,3,20448
,345,273,3,9048
,345,282,3,16336
,345,285,3,22066
,345,300,3,118
,345,315,3,22017
,345,37,3,5126
,345,5,3,6305
,345,80,3,15105
,346,108,3,6532
,346,122,3,12079
,346,145,3,2862
,346,146,3,11271
,346,172,3,10305
,346,190,3,13654
,346,227,3,4907
,346,25,3,1773
,346,273,3,22513
,346,315,3,9814
,346,37,3,17512
,346,80,3,18083
,346 RufBus,145,3,16444
,347,122,3,356
,347,145,3,16692
,347,227,3,17085
,347,25,3,20440
,347,273,3,16980
,347,282,3,15163
,347,30,3,17200
,347,315,3,2564
,347,5,3,4375
,347,82,3,9598
,347 RufBus,145,3,22
,348,122,3,10306
,348,145,3,17864
,348,190,3,11959
,348,227,3,19598
,348,25,3,743
,348,264,3,9897
,348,273,3,880
,348,315,3,7429
,348,37,3,15462
,348,5,3,10643
,348,80,3,6707
,349,11,3,16015
,349,122,3,3682
,349,171,3,7405
,349,190,3,10921
,349,264,3,8357
,349,270,3,10677
,349,30,3,1364
,349,315,3,3888
,349,5,3,18440
,349,80,3,16883
,34E,262,3,13897
,34E,313,3,3688
,34V,262,3,5284
,35,106,3,19311
,35,122,3,14811
,35,124,3,15955
,35,127,3,11404
,35,13,3,17164
,35,139,3,17466
,35,146,3,19544
,35,15,3,7871
,35,167,3,15555
,35,171,3,8436
,35,180,3,17273
,35,194,3,8846
,35,197,3,17410
,35,216,3,8242
,35,225,3,3923
,35,229,3,2729
,35,233,3,18555
,35,246,3,10055
,35,253,3,14127
,35,255,3,1417
,35,260,3,9224
,35,261,3,3605
,35,262,3,20577
,35,286,3,1564
,35,29,3,18371
,35,295,3,11716
,35,31,3,11748
,35,315,3,3815
,35,318,3,7220
,35,324,0,1426
,35,324,3,13954
,35,329,3,31
,35,41,3,22688
,35,46,3,13869
,35,47,3,3619
,35,66,3,12866
,35,91,3,22306
,35,94,3,9871
,350,105,3,16440
,350,108,3,2255
,350,118,3,21389
,350,122,3,9429
,350,145,3,14575
,350,146,3,1882
,350,190,3,20754
,350,215,3,12521
,350,256,3,22154
,350,264,3,19540
,350,270,3,20629
,350,282,3,4611
,350,3,3,3600
,350,30,3,2812
,350,329,3,20605
,350,35,3,17637
,350,37,3,2440
,350,42,3,20966
,350,5,3,3370
,350,51,3,11232
,350,80,3,19400
,350,81,3,1126
,351,108,3,6237
,351,109,3,18140
,351,139,3,13041
,351,145,3,7646
,351,146,3,20744
,351,227,3,10170
,351,256,3,20206
,351,264,3,98
,351,270,3,10188
,351,329,3,13042
,351,35,3,21007
,351,37,3,13978
,351,42,3,13821
,351,5,3,11735
,351,80,3,5423
,351,81,3,9702
,351,82,3,20640
,351 RufBus,145,3,14944
,351E,82,3,20086
,352,108,3,128
,352,122,3,9836
,352,139,3,19389
,352,145,3,14222
,352,146,3,17755
,352,190,3,6958
,352,227,3,19248
,352,256,3,3769
,352,264,3,2602
,352,270,3,6979
,352,273,3,14029
,352,282,3,291
,352,329,3,7236
,352,35,3,12110
,352,42,3,9312
,352,80,3,3740
,352,81,3,3096
,353,108,3,10171
,353,109,3,7280
,353,11,3,4309
,353,122,3,7951
,353,145,3,3822
,353,190,3,5291
,353,227,3,10944
,353,243,3,4941
,353,256,3,7575
,353,264,3,18327
,353,270,3,3177
,353,273,3,5797
,353,30,3,1439
,353,329,3,15048
,353,35,3,20861
,353,37,3,22554
,353,42,3,4955
,353,51,3,20355
,353,80,3,5480
,353,81,3,10263
,353 RufBus,145,3,12565
,354,108,3,9708
,354,122,3,2863
,354,190,3,4522
,354,264,3,3955
,354,273,3,19845
,354,37,3,22237
,354,42,3,13694
,354,5,3,11053
,354,51,3,4562
,354,80,3,14905
,354,81,3,19348
,355,108,3,8202
,355,122,3,18286
,355,139,3,18842
,355,145,3,19181
,355,162,3,3340
,355,190,3,16821
,355,264,3,1551
,355,273,3,10194
,355,37,3,21110
,355,42,3,14493
,355,5,3,1312
,355,51,3,17411
,355,80,3,1374
,355,81,3,19071
,355 RufBus,145,3,14345
,356,108,3,14355
,356,122,3,7274
,356,145,3,21008
,356,162,3,11998
,356,190,3,19822
,356,227,3,18907
,356,264,3,19746
,356,273,3,21607
,356,80,3,9359
,356,81,3,12494
,357,108,3,17453
,357,122,3,15790
,357,162,3,1190
,357,190,3,11256
,357,264,3,6342
,357,270,3,17654
,357,273,3,20826
,357,37,3,17936
,357,42,3,9885
,357,51,3,20078
,357,80,3,8054
,358,108,3,3630
,358,122,3,5912
,358,145,3,15355
,358,190,3,22724
,358,264,3,8036
,358,273,3,13648
,358,30,3,15542
,358,42,3,8526
,358,51,3,12534
,358,80,3,16184
,358 RufBus,145,3,5497
,359,105,3,17688
,359,108,3,17565
,359,122,3,1051
,359,190,3,16847
,359,264,3,12083
,359,273,3,12099
,359,37,3,1506
,359,80,3,22711
,359.1,171,3,6856
,359.2,171,3,19830
,359.3,171,3,3303
,359.4,171,3,3396
,35E,262,3,17375
,36,124,3,1127
,36,127,3,99
,36,13,3,16718
,36,139,3,11303
,36,146,3,7821
,36,15,3,15887
,36,167,3,14042
,36,171,3,14059
,36,180,3,19376
,36,187,3,8991
,36,194,3,22581
,36,199,3,17831
,36,203,3,22215
,36,204,3,5318
,36,216,3,4835
,36,253,3,21450
,36,262,3,22555
,36,270,3,18363
,36,286,3,17278
,36,31,3,9118
,36,315,3,1100
,36,318,3,22040
,36,324,3,18030
,36,329,3,14262
,36,66,3,10596
,36,94,3,4089
,36/37,46,3,9184
,360,105,3,4310
,360,108,3,5452
,360,122,3,16964
,360,143,3,13208
,360,145,3,16766
,360,171,3,17016
,360,227,3,21142
,360,25,3,12577
,360,256,3,16147
,360,264,3,3848
,360,273,3,752
,360,37,3,21609
,360,38,3,6966
,360,42,3,1235
,360,80,3,21310
,360/362,105,3,19943
,361,105,3,8920
,361,108,3,10438
,361,11,3,18633
,361,122,3,3519
,361,145,3,8631
,361,172,3,1248
,361,225,3,1816
,361,227,3,17155
,361,256,3,14305
,361,264,3,13105
,361,273,3,5748
,361,35,3,14866
,361,80,3,6663
,361,82,3,17108
,361E,82,3,20001
,362,105,3,2026
,362,108,3,15200
,362,11,3,20180
,362,113,3,4982
,362,122,3,8937
,362,145,3,5683
,362,172,3,4628
,362,225,3,20156
,362,227,3,10270
,362,256,3,1145
,362,264,3,20678
,362,273,3,11705
,362,35,3,21106
,362,37,3,17892
,362,42,3,10817
